[2022-03-23 12:15:20,533 - INFO]: Listing dataset-rearranged
[2022-03-23 12:15:34,906 - INFO]: Saved 68 valid frames to dataset-pkl/00789/00/180/180.pkl.
[2022-03-23 12:15:34,978 - INFO]: Saved 88 valid frames to dataset-pkl/00789/00/270/270.pkl.
[2022-03-23 12:15:35,256 - INFO]: Saved 72 valid frames to dataset-pkl/00789/00/000/000.pkl.
[2022-03-23 12:15:35,367 - INFO]: Saved 86 valid frames to dataset-pkl/00789/00/090/090.pkl.
[2022-03-23 12:15:35,590 - INFO]: Saved 78 valid frames to dataset-pkl/00800/01/180/180.pkl.
[2022-03-23 12:15:35,662 - INFO]: Saved 92 valid frames to dataset-pkl/00800/01/270/270.pkl.
[2022-03-23 12:15:36,007 - INFO]: Saved 76 valid frames to dataset-pkl/00800/01/000/000.pkl.
[2022-03-23 12:15:36,021 - INFO]: Saved 94 valid frames to dataset-pkl/00800/01/090/090.pkl.
[2022-03-23 12:15:36,296 - INFO]: Saved 78 valid frames to dataset-pkl/00800/00/180/180.pkl.
[2022-03-23 12:15:36,361 - INFO]: Saved 94 valid frames to dataset-pkl/00800/00/270/270.pkl.
[2022-03-23 12:15:36,639 - INFO]: Saved 76 valid frames to dataset-pkl/00800/00/000/000.pkl.
[2022-03-23 12:15:36,689 - INFO]: Saved 42 valid frames to dataset-pkl/00317/01/180/180.pkl.
[2022-03-23 12:15:36,795 - INFO]: Saved 61 valid frames to dataset-pkl/00317/01/270/270.pkl.
[2022-03-23 12:15:36,833 - INFO]: Saved 94 valid frames to dataset-pkl/00800/00/090/090.pkl.
[2022-03-23 12:15:37,065 - INFO]: Saved 48 valid frames to dataset-pkl/00317/01/000/000.pkl.
[2022-03-23 12:15:37,139 - INFO]: Saved 60 valid frames to dataset-pkl/00317/01/090/090.pkl.
[2022-03-23 12:15:37,188 - INFO]: Saved 42 valid frames to dataset-pkl/00317/00/180/180.pkl.
[2022-03-23 12:15:37,297 - INFO]: Saved 59 valid frames to dataset-pkl/00317/00/270/270.pkl.
[2022-03-23 12:15:37,434 - INFO]: Saved 37 valid frames to dataset-pkl/00317/00/000/000.pkl.
[2022-03-23 12:15:37,563 - INFO]: Saved 59 valid frames to dataset-pkl/00317/00/090/090.pkl.
[2022-03-23 12:15:37,718 - INFO]: Saved 62 valid frames to dataset-pkl/00276/01/180/180.pkl.
[2022-03-23 12:15:37,927 - INFO]: Saved 75 valid frames to dataset-pkl/00276/01/090/090.pkl.
[2022-03-23 12:15:37,961 - INFO]: Saved 63 valid frames to dataset-pkl/00276/00/270/270.pkl.
[2022-03-23 12:15:38,033 - INFO]: Saved 57 valid frames to dataset-pkl/00276/00/180/180.pkl.
[2022-03-23 12:15:38,280 - INFO]: Saved 68 valid frames to dataset-pkl/00276/00/090/090.pkl.
[2022-03-23 12:15:38,324 - INFO]: Saved 49 valid frames to dataset-pkl/00276/00/000/000.pkl.
[2022-03-23 12:15:38,485 - INFO]: Saved 55 valid frames to dataset-pkl/00578/01/180/180.pkl.
[2022-03-23 12:15:38,564 - INFO]: Saved 72 valid frames to dataset-pkl/00578/01/270/270.pkl.
[2022-03-23 12:15:38,640 - INFO]: Saved 40 valid frames to dataset-pkl/00578/01/000/000.pkl.
[2022-03-23 12:15:38,869 - INFO]: Saved 70 valid frames to dataset-pkl/00578/01/090/090.pkl.
[2022-03-23 12:15:38,997 - INFO]: Saved 53 valid frames to dataset-pkl/00578/00/180/180.pkl.
[2022-03-23 12:15:39,083 - INFO]: Saved 69 valid frames to dataset-pkl/00578/00/270/270.pkl.
[2022-03-23 12:15:39,132 - INFO]: Saved 33 valid frames to dataset-pkl/00578/00/000/000.pkl.
[2022-03-23 12:15:39,211 - INFO]: Saved 67 valid frames to dataset-pkl/00578/00/090/090.pkl.
[2022-03-23 12:15:39,558 - INFO]: Saved 57 valid frames to dataset-pkl/00546/01/180/180.pkl.
[2022-03-23 12:15:39,562 - INFO]: Saved 68 valid frames to dataset-pkl/00546/01/270/270.pkl.
[2022-03-23 12:15:39,654 - INFO]: Saved 54 valid frames to dataset-pkl/00546/01/000/000.pkl.
[2022-03-23 12:15:39,754 - INFO]: Saved 74 valid frames to dataset-pkl/00546/01/090/090.pkl.
[2022-03-23 12:15:40,058 - INFO]: Saved 60 valid frames to dataset-pkl/00546/00/180/180.pkl.
[2022-03-23 12:15:40,169 - INFO]: Saved 69 valid frames to dataset-pkl/00546/00/270/270.pkl.
[2022-03-23 12:15:40,216 - INFO]: Saved 56 valid frames to dataset-pkl/00546/00/000/000.pkl.
[2022-03-23 12:15:40,257 - INFO]: Saved 71 valid frames to dataset-pkl/00546/00/090/090.pkl.
[2022-03-23 12:15:40,800 - INFO]: Saved 62 valid frames to dataset-pkl/00894/00/180/180.pkl.
[2022-03-23 12:15:40,801 - INFO]: Saved 68 valid frames to dataset-pkl/00894/01/000/000.pkl.
[2022-03-23 12:15:40,855 - INFO]: Saved 86 valid frames to dataset-pkl/00894/01/090/090.pkl.
[2022-03-23 12:15:41,112 - INFO]: Saved 95 valid frames to dataset-pkl/00894/00/270/270.pkl.
[2022-03-23 12:15:41,147 - INFO]: Saved 42 valid frames to dataset-pkl/00894/00/090/090.pkl.
[2022-03-23 12:15:41,501 - INFO]: Saved 75 valid frames to dataset-pkl/00894/00/000/000.pkl.
[2022-03-23 12:15:41,564 - INFO]: Saved 89 valid frames to dataset-pkl/00341/01/270/270.pkl.
[2022-03-23 12:15:41,645 - INFO]: Saved 69 valid frames to dataset-pkl/00341/01/180/180.pkl.
[2022-03-23 12:15:41,849 - INFO]: Saved 89 valid frames to dataset-pkl/00341/01/090/090.pkl.
[2022-03-23 12:15:42,074 - INFO]: Saved 71 valid frames to dataset-pkl/00341/01/000/000.pkl.
[2022-03-23 12:15:42,223 - INFO]: Saved 65 valid frames to dataset-pkl/00341/00/180/180.pkl.
[2022-03-23 12:15:42,328 - INFO]: Saved 86 valid frames to dataset-pkl/00341/00/270/270.pkl.
[2022-03-23 12:15:42,584 - INFO]: Saved 89 valid frames to dataset-pkl/00341/00/090/090.pkl.
[2022-03-23 12:15:42,769 - INFO]: Saved 65 valid frames to dataset-pkl/00122/01/180/180.pkl.
[2022-03-23 12:15:42,796 - INFO]: Saved 81 valid frames to dataset-pkl/00122/01/270/270.pkl.
[2022-03-23 12:15:43,059 - INFO]: Saved 82 valid frames to dataset-pkl/00122/01/090/090.pkl.
[2022-03-23 12:15:43,224 - INFO]: Saved 73 valid frames to dataset-pkl/00122/00/270/270.pkl.
[2022-03-23 12:15:43,404 - INFO]: Saved 70 valid frames to dataset-pkl/00122/00/000/000.pkl.
[2022-03-23 12:15:43,512 - INFO]: Saved 84 valid frames to dataset-pkl/00122/00/090/090.pkl.
[2022-03-23 12:15:43,608 - INFO]: Saved 65 valid frames to dataset-pkl/00522/01/270/270.pkl.
[2022-03-23 12:15:43,690 - INFO]: Saved 57 valid frames to dataset-pkl/00522/01/180/180.pkl.
[2022-03-23 12:15:43,949 - INFO]: Saved 54 valid frames to dataset-pkl/00522/01/000/000.pkl.
[2022-03-23 12:15:43,960 - INFO]: Saved 66 valid frames to dataset-pkl/00522/01/090/090.pkl.
[2022-03-23 12:15:44,167 - INFO]: Saved 58 valid frames to dataset-pkl/00522/00/180/180.pkl.
[2022-03-23 12:15:44,202 - INFO]: Saved 70 valid frames to dataset-pkl/00522/00/270/270.pkl.
[2022-03-23 12:15:44,313 - INFO]: Saved 43 valid frames to dataset-pkl/00522/00/000/000.pkl.
[2022-03-23 12:15:44,515 - INFO]: Saved 67 valid frames to dataset-pkl/00522/00/090/090.pkl.
[2022-03-23 12:15:44,747 - INFO]: Saved 67 valid frames to dataset-pkl/00035/01/180/180.pkl.
[2022-03-23 12:15:44,847 - INFO]: Saved 80 valid frames to dataset-pkl/00035/01/270/270.pkl.
[2022-03-23 12:15:44,947 - INFO]: Saved 75 valid frames to dataset-pkl/00035/01/090/090.pkl.
[2022-03-23 12:15:45,023 - INFO]: Saved 63 valid frames to dataset-pkl/00035/01/000/000.pkl.
[2022-03-23 12:15:45,415 - INFO]: Saved 68 valid frames to dataset-pkl/00035/00/180/180.pkl.
[2022-03-23 12:15:45,441 - INFO]: Saved 81 valid frames to dataset-pkl/00035/00/270/270.pkl.
[2022-03-23 12:15:45,506 - INFO]: Saved 58 valid frames to dataset-pkl/00035/00/000/000.pkl.
[2022-03-23 12:15:45,576 - INFO]: Saved 74 valid frames to dataset-pkl/00035/00/090/090.pkl.
[2022-03-23 12:15:45,938 - INFO]: Saved 61 valid frames to dataset-pkl/00210/01/180/180.pkl.
[2022-03-23 12:15:46,055 - INFO]: Saved 76 valid frames to dataset-pkl/00210/01/270/270.pkl.
[2022-03-23 12:15:46,060 - INFO]: Saved 60 valid frames to dataset-pkl/00210/01/000/000.pkl.
[2022-03-23 12:15:46,169 - INFO]: Saved 78 valid frames to dataset-pkl/00210/01/090/090.pkl.
[2022-03-23 12:15:46,532 - INFO]: Saved 58 valid frames to dataset-pkl/00210/00/180/180.pkl.
[2022-03-23 12:15:46,575 - INFO]: Saved 75 valid frames to dataset-pkl/00210/00/270/270.pkl.
[2022-03-23 12:15:46,673 - INFO]: Saved 61 valid frames to dataset-pkl/00210/00/000/000.pkl.
[2022-03-23 12:15:46,711 - INFO]: Saved 76 valid frames to dataset-pkl/00210/00/090/090.pkl.
[2022-03-23 12:15:47,103 - INFO]: Saved 58 valid frames to dataset-pkl/00156/01/180/180.pkl.
[2022-03-23 12:15:47,299 - INFO]: Saved 64 valid frames to dataset-pkl/00156/01/000/000.pkl.
[2022-03-23 12:15:47,316 - INFO]: Saved 80 valid frames to dataset-pkl/00156/01/270/270.pkl.
[2022-03-23 12:15:47,410 - INFO]: Saved 75 valid frames to dataset-pkl/00156/01/090/090.pkl.
[2022-03-23 12:15:47,868 - INFO]: Saved 60 valid frames to dataset-pkl/00156/00/180/180.pkl.
[2022-03-23 12:15:47,875 - INFO]: Saved 77 valid frames to dataset-pkl/00156/00/270/270.pkl.
[2022-03-23 12:15:47,949 - INFO]: Saved 57 valid frames to dataset-pkl/00156/00/000/000.pkl.
[2022-03-23 12:15:48,129 - INFO]: Saved 80 valid frames to dataset-pkl/00156/00/090/090.pkl.
[2022-03-23 12:15:48,437 - INFO]: Saved 69 valid frames to dataset-pkl/00721/01/180/180.pkl.
[2022-03-23 12:15:48,541 - INFO]: Saved 72 valid frames to dataset-pkl/00721/01/090/090.pkl.
[2022-03-23 12:15:48,555 - INFO]: Saved 82 valid frames to dataset-pkl/00721/01/270/270.pkl.
[2022-03-23 12:15:48,653 - INFO]: Saved 64 valid frames to dataset-pkl/00721/01/000/000.pkl.
[2022-03-23 12:15:49,075 - INFO]: Saved 64 valid frames to dataset-pkl/00721/00/180/180.pkl.
[2022-03-23 12:15:49,173 - INFO]: Saved 63 valid frames to dataset-pkl/00721/00/000/000.pkl.
[2022-03-23 12:15:49,201 - INFO]: Saved 90 valid frames to dataset-pkl/00721/00/270/270.pkl.
[2022-03-23 12:15:49,255 - INFO]: Saved 82 valid frames to dataset-pkl/00721/00/090/090.pkl.
[2022-03-23 12:15:49,592 - INFO]: Saved 54 valid frames to dataset-pkl/00867/01/180/180.pkl.
[2022-03-23 12:15:49,630 - INFO]: Saved 67 valid frames to dataset-pkl/00867/01/270/270.pkl.
[2022-03-23 12:15:49,667 - INFO]: Saved 52 valid frames to dataset-pkl/00867/01/000/000.pkl.
[2022-03-23 12:15:49,732 - INFO]: Saved 66 valid frames to dataset-pkl/00867/01/090/090.pkl.
[2022-03-23 12:15:50,063 - INFO]: Saved 54 valid frames to dataset-pkl/00867/00/180/180.pkl.
[2022-03-23 12:15:50,112 - INFO]: Saved 62 valid frames to dataset-pkl/00867/00/270/270.pkl.
[2022-03-23 12:15:50,175 - INFO]: Saved 56 valid frames to dataset-pkl/00867/00/000/000.pkl.
[2022-03-23 12:15:50,179 - INFO]: Saved 62 valid frames to dataset-pkl/00867/00/090/090.pkl.
[2022-03-23 12:15:50,631 - INFO]: Saved 62 valid frames to dataset-pkl/00031/01/180/180.pkl.
[2022-03-23 12:15:50,694 - INFO]: Saved 63 valid frames to dataset-pkl/00031/01/000/000.pkl.
[2022-03-23 12:15:50,707 - INFO]: Saved 76 valid frames to dataset-pkl/00031/01/270/270.pkl.
[2022-03-23 12:15:50,767 - INFO]: Saved 70 valid frames to dataset-pkl/00031/01/090/090.pkl.
[2022-03-23 12:15:51,237 - INFO]: Saved 70 valid frames to dataset-pkl/00031/00/270/270.pkl.
[2022-03-23 12:15:51,240 - INFO]: Saved 66 valid frames to dataset-pkl/00031/00/180/180.pkl.
[2022-03-23 12:15:51,254 - INFO]: Saved 59 valid frames to dataset-pkl/00031/00/000/000.pkl.
[2022-03-23 12:15:51,335 - INFO]: Saved 73 valid frames to dataset-pkl/00031/00/090/090.pkl.
[2022-03-23 12:15:51,755 - INFO]: Saved 60 valid frames to dataset-pkl/00710/01/180/180.pkl.
[2022-03-23 12:15:51,813 - INFO]: Saved 55 valid frames to dataset-pkl/00710/01/000/000.pkl.
[2022-03-23 12:15:51,901 - INFO]: Saved 71 valid frames to dataset-pkl/00710/01/270/270.pkl.
[2022-03-23 12:15:51,926 - INFO]: Saved 75 valid frames to dataset-pkl/00710/01/090/090.pkl.
[2022-03-23 12:15:52,341 - INFO]: Saved 60 valid frames to dataset-pkl/00710/00/180/180.pkl.
[2022-03-23 12:15:52,501 - INFO]: Saved 65 valid frames to dataset-pkl/00710/00/000/000.pkl.
[2022-03-23 12:15:52,558 - INFO]: Saved 87 valid frames to dataset-pkl/00710/00/270/270.pkl.
[2022-03-23 12:15:52,666 - INFO]: Saved 80 valid frames to dataset-pkl/00710/00/090/090.pkl.
[2022-03-23 12:15:52,722 - INFO]: Saved 27 valid frames to dataset-pkl/01083/01/000/000.pkl.
[2022-03-23 12:15:52,794 - INFO]: Saved 53 valid frames to dataset-pkl/01083/01/180/180.pkl.
[2022-03-23 12:15:53,002 - INFO]: Saved 39 valid frames to dataset-pkl/01083/00/000/000.pkl.
[2022-03-23 12:15:53,026 - INFO]: Saved 54 valid frames to dataset-pkl/01083/00/180/180.pkl.
[2022-03-23 12:15:53,172 - INFO]: Saved 53 valid frames to dataset-pkl/01149/01/180/180.pkl.
[2022-03-23 12:15:53,358 - INFO]: Saved 71 valid frames to dataset-pkl/01094/01/180/180.pkl.
[2022-03-23 12:15:53,372 - INFO]: Saved 46 valid frames to dataset-pkl/01094/01/000/000.pkl.
[2022-03-23 12:15:53,530 - INFO]: Saved 45 valid frames to dataset-pkl/01094/00/000/000.pkl.
[2022-03-23 12:15:53,589 - INFO]: Saved 69 valid frames to dataset-pkl/01094/00/180/180.pkl.
[2022-03-23 12:15:54,044 - INFO]: Saved 71 valid frames to dataset-pkl/00133/01/180/180.pkl.
[2022-03-23 12:15:54,123 - INFO]: Saved 77 valid frames to dataset-pkl/00133/01/270/270.pkl.
[2022-03-23 12:15:54,128 - INFO]: Saved 58 valid frames to dataset-pkl/00133/01/000/000.pkl.
[2022-03-23 12:15:54,446 - INFO]: Saved 93 valid frames to dataset-pkl/00133/01/090/090.pkl.
[2022-03-23 12:15:54,741 - INFO]: Saved 66 valid frames to dataset-pkl/00133/00/180/180.pkl.
[2022-03-23 12:15:54,892 - INFO]: Saved 84 valid frames to dataset-pkl/00133/00/270/270.pkl.
[2022-03-23 12:15:54,979 - INFO]: Saved 86 valid frames to dataset-pkl/00133/00/090/090.pkl.
[2022-03-23 12:15:55,029 - INFO]: Saved 74 valid frames to dataset-pkl/00829/01/270/270.pkl.
[2022-03-23 12:15:55,234 - INFO]: Saved 64 valid frames to dataset-pkl/00829/01/180/180.pkl.
[2022-03-23 12:15:55,408 - INFO]: Saved 54 valid frames to dataset-pkl/00829/01/000/000.pkl.
[2022-03-23 12:15:55,595 - INFO]: Saved 67 valid frames to dataset-pkl/00829/00/270/270.pkl.
[2022-03-23 12:15:55,606 - INFO]: Saved 82 valid frames to dataset-pkl/00829/01/090/090.pkl.
[2022-03-23 12:15:55,714 - INFO]: Saved 57 valid frames to dataset-pkl/00829/00/180/180.pkl.
[2022-03-23 12:15:56,015 - INFO]: Saved 72 valid frames to dataset-pkl/00829/00/090/090.pkl.
[2022-03-23 12:15:56,028 - INFO]: Saved 54 valid frames to dataset-pkl/00829/00/000/000.pkl.
[2022-03-23 12:15:56,537 - INFO]: Saved 77 valid frames to dataset-pkl/01116/01/000/000.pkl.
[2022-03-23 12:15:56,572 - INFO]: Saved 85 valid frames to dataset-pkl/01116/01/180/180.pkl.
[2022-03-23 12:15:56,731 - INFO]: Saved 65 valid frames to dataset-pkl/01116/00/000/000.pkl.
[2022-03-23 12:15:57,047 - INFO]: Saved 90 valid frames to dataset-pkl/01116/00/180/180.pkl.
[2022-03-23 12:15:57,329 - INFO]: Saved 92 valid frames to dataset-pkl/00436/01/180/180.pkl.
[2022-03-23 12:15:57,396 - INFO]: Saved 104 valid frames to dataset-pkl/00436/01/270/270.pkl.
[2022-03-23 12:15:57,571 - INFO]: Saved 103 valid frames to dataset-pkl/00436/01/090/090.pkl.
[2022-03-23 12:15:57,791 - INFO]: Saved 91 valid frames to dataset-pkl/00436/01/000/000.pkl.
[2022-03-23 12:15:58,114 - INFO]: Saved 90 valid frames to dataset-pkl/00436/00/180/180.pkl.
[2022-03-23 12:15:58,264 - INFO]: Saved 107 valid frames to dataset-pkl/00436/00/270/270.pkl.
[2022-03-23 12:15:58,389 - INFO]: Saved 100 valid frames to dataset-pkl/00436/00/090/090.pkl.
[2022-03-23 12:15:58,533 - INFO]: Saved 89 valid frames to dataset-pkl/00436/00/000/000.pkl.
[2022-03-23 12:15:58,670 - INFO]: Saved 67 valid frames to dataset-pkl/00735/01/270/270.pkl.
[2022-03-23 12:15:58,725 - INFO]: Saved 55 valid frames to dataset-pkl/00735/01/180/180.pkl.
[2022-03-23 12:15:58,852 - INFO]: Saved 57 valid frames to dataset-pkl/00735/01/090/090.pkl.
[2022-03-23 12:15:58,924 - INFO]: Saved 49 valid frames to dataset-pkl/00735/01/000/000.pkl.
[2022-03-23 12:15:59,178 - INFO]: Saved 59 valid frames to dataset-pkl/00735/00/270/270.pkl.
[2022-03-23 12:15:59,184 - INFO]: Saved 54 valid frames to dataset-pkl/00735/00/180/180.pkl.
[2022-03-23 12:15:59,204 - INFO]: Saved 35 valid frames to dataset-pkl/00735/00/000/000.pkl.
[2022-03-23 12:15:59,401 - INFO]: Saved 65 valid frames to dataset-pkl/00735/00/090/090.pkl.
[2022-03-23 12:15:59,729 - INFO]: Saved 68 valid frames to dataset-pkl/00926/01/000/000.pkl.
[2022-03-23 12:15:59,892 - INFO]: Saved 86 valid frames to dataset-pkl/00926/01/090/090.pkl.
[2022-03-23 12:15:59,895 - INFO]: Saved 59 valid frames to dataset-pkl/00926/00/270/270.pkl.
[2022-03-23 12:15:59,921 - INFO]: Saved 93 valid frames to dataset-pkl/00926/01/270/270.pkl.
[2022-03-23 12:16:00,241 - INFO]: Saved 44 valid frames to dataset-pkl/00926/00/000/000.pkl.
[2022-03-23 12:16:00,357 - INFO]: Saved 79 valid frames to dataset-pkl/00926/00/090/090.pkl.
[2022-03-23 12:16:00,435 - INFO]: Saved 66 valid frames to dataset-pkl/00692/01/180/180.pkl.
[2022-03-23 12:16:00,539 - INFO]: Saved 80 valid frames to dataset-pkl/00692/01/270/270.pkl.
[2022-03-23 12:16:00,816 - INFO]: Saved 58 valid frames to dataset-pkl/00692/01/000/000.pkl.
[2022-03-23 12:16:00,831 - INFO]: Saved 74 valid frames to dataset-pkl/00692/01/090/090.pkl.
[2022-03-23 12:16:01,032 - INFO]: Saved 61 valid frames to dataset-pkl/00692/00/180/180.pkl.
[2022-03-23 12:16:01,045 - INFO]: Saved 75 valid frames to dataset-pkl/00692/00/270/270.pkl.
[2022-03-23 12:16:01,313 - INFO]: Saved 59 valid frames to dataset-pkl/00692/00/000/000.pkl.
[2022-03-23 12:16:01,435 - INFO]: Saved 77 valid frames to dataset-pkl/00692/00/090/090.pkl.
[2022-03-23 12:16:01,508 - INFO]: Saved 59 valid frames to dataset-pkl/00758/01/180/180.pkl.
[2022-03-23 12:16:01,610 - INFO]: Saved 72 valid frames to dataset-pkl/00758/01/270/270.pkl.
[2022-03-23 12:16:01,876 - INFO]: Saved 57 valid frames to dataset-pkl/00758/01/000/000.pkl.
[2022-03-23 12:16:01,918 - INFO]: Saved 72 valid frames to dataset-pkl/00758/01/090/090.pkl.
[2022-03-23 12:16:02,094 - INFO]: Saved 61 valid frames to dataset-pkl/00758/00/180/180.pkl.
[2022-03-23 12:16:02,096 - INFO]: Saved 72 valid frames to dataset-pkl/00758/00/270/270.pkl.
[2022-03-23 12:16:02,316 - INFO]: Saved 51 valid frames to dataset-pkl/00758/00/000/000.pkl.
[2022-03-23 12:16:02,343 - INFO]: Saved 59 valid frames to dataset-pkl/00758/00/090/090.pkl.
[2022-03-23 12:16:03,104 - INFO]: Saved 92 valid frames to dataset-pkl/00579/00/090/090.pkl.
[2022-03-23 12:16:03,167 - INFO]: Saved 98 valid frames to dataset-pkl/00579/00/270/270.pkl.
